,owner,origen,weapon,platform,total,number,Status,url,primary_key
16341,UA,['Turkey'],Mine-Resistant Ambush Protected ,BMC Kirpi,30,21,['destroyed'],https://i.postimg.cc/t49FQNRd/2016-BMC-Kirpi-dam-aband-16-08-23.jpg,_2fbc36c3fcebce20e772
16346,UA,['Turkey'],Mine-Resistant Ambush Protected ,BMC Kirpi,30,5,['damaged'],https://i.postimg.cc/N0gbF1Tz/2003-bmc-kirpi-dam-aband-02-08-23.jpg,_24f0ad9d0d8199f4dcd2
16353,UA,['Ukraine'],Infantry Mobility Vehicles,KrAZ Cobra,14,3,['destroyed'],https://i.postimg.cc/RhmVZP3h/2116-Kr-AZ-Cobra-destr-30-06-22.jpg,_82bdbde2fa0a139d46b6
16354,UA,['Ukraine'],Infantry Mobility Vehicles,KrAZ Cobra,14,4,['destroyed'],https://i.postimg.cc/Kj5cknLN/2117-Kr-AZ-Cobra-destr-30-06-22.jpg,_3a58baf7843922ba5526
16355,UA,['Ukraine'],Infantry Mobility Vehicles,KrAZ Cobra,14,5,['destroyed'],https://i.postimg.cc/4NLdDwVF/2014-cobra-destr-23-05-23.jpg,_edd3778d7ab48a3f8f15
16356,UA,['Ukraine'],Infantry Mobility Vehicles,KrAZ Cobra,14,6,['destroyed'],https://i.postimg.cc/yNQYSyKh/2019-Kr-AZ-Cobra-destr-14-10-22.jpg,_92d1ed6721da2d8a816d
16357,UA,['Ukraine'],Infantry Mobility Vehicles,KrAZ Cobra,14,7,['destroyed'],https://i.postimg.cc/FHpQBdZJ/2005-Kr-AZ-Cobra-destr-05-10-23.jpg,_f56f1dccc1c3b102d060
16402,UA,['Ukraine'],Infantry Mobility Vehicles,Varta,37,4,['destroyed'],https://i.postimg.cc/Pf6v3yY7/431.png,_f635a8c7f86f97a1650b
16457,UA,['Ukraine'],Infantry Mobility Vehicles,Kozak-2,57,22,['destroyed'],https://i.postimg.cc/y8kgqjBh/2008-Kozak-2-destr-17-10-23.jpg,_dbcdd03c15f98853eadb
16458,UA,['Ukraine'],Infantry Mobility Vehicles,Kozak-2,57,23,['destroyed'],https://i.postimg.cc/vmwpR9zj/327.png,_855a303ba1ab12a3cddb
16474,UA,['Ukraine'],Infantry Mobility Vehicles,Kozak-2,57,39,['destroyed'],https://i.postimg.cc/VLXnrpCv/2016-Kozak-2-destr-26-09-22.jpg,_9da6c3597f4ec4839dce
16511,UA,['Ukraine'],Infantry Mobility Vehicles,Kozak-2M1,30,19,['destroyed'],https://i.postimg.cc/sXTKZgdq/2009-Kozak-2-M1-destr-07-12-23.jpg,_889405b0e1726f22b695
16512,UA,['Ukraine'],Infantry Mobility Vehicles,Kozak-2M1,30,20,['destroyed'],https://i.postimg.cc/rF3nJs0L/2004-Kozak-2-M1-destr-28-11-23.jpg,_892d745c8a613b04be6b
16587,UA,['the United States'],Infantry Mobility Vehicles,M1114 and M1151 HMMWV,88,52,['destroyed'],https://i.postimg.cc/6QXv28Jb/2004-HMMWV-destr-08-01-24.jpg,_16475caad6edbcb6e88d
16597,UA,['the United States'],Infantry Mobility Vehicles,M1114 and M1151 HMMWV,88,62,['destroyed'],https://i.postimg.cc/gknt880D/2003-HMMWV-destr-07-09-23.jpg,_1067311be8acab65a79a
16608,UA,['the United States'],Infantry Mobility Vehicles,M1114 and M1151 HMMWV,88,11,['damaged'],https://i.postimg.cc/VN9mMRgM/2026-HMMWV-M1114-M1151-dam-18-08-23.jpg,_2fda70d36bbcba1b735e
16609,UA,['the United States'],Infantry Mobility Vehicles,M1114 and M1151 HMMWV,88,12,['damaged'],https://i.postimg.cc/wMmJkb4W/2019-HMMWV-M1114-M1151-dam-24-08-23.jpg,_9bb837221ece033a0f1c
16633,UA,['the United States'],Infantry Mobility Vehicles,M1152 HMMWV,14,10,['destroyed'],https://i.postimg.cc/nLwpC66W/2005-HMMWV-M1152-destr-12-11-23.jpg,_d085b358846da571fede
16634,UA,['the United States'],Infantry Mobility Vehicles,M1152 HMMWV,14,11,['destroyed'],https://i.postimg.cc/7LQnHsq7/2012-HMMWV-M1152-destr-03-12-23.jpg,_5045247c23ffe1cf22b5
16635,UA,['the United States'],Infantry Mobility Vehicles,M1152 HMMWV,14,12,['destroyed'],https://i.postimg.cc/y83mr07h/2011-HMMWV-M1152-destr-02-01-24.jpg,_3a811cef27e2a6e67085
16636,UA,['the United States'],Infantry Mobility Vehicles,M1152 HMMWV,14,13,['destroyed'],https://i.postimg.cc/mDqCCGjz/2007-HMMWV-M1152-destr-08-01-24.jpg,_ae0a24e1183fad8f7690
16637,UA,['the United States'],Infantry Mobility Vehicles,M1152 HMMWV,14,14,['destroyed'],https://i.postimg.cc/Jzp8GPjQ/2003-HMMWV-M1152-destr-12-01-24.jpg,_3e3eaa95cf9db569ac8e
16666,UA,['the United States'],Infantry Mobility Vehicles,HMMWV Ambulance,12,3,['destroyed'],https://i.postimg.cc/NjHbGhrL/2003-HMMWV-ambulance-destr-24-12-223.jpg,_5f50d2b7cb81ec1d5236
16680,UA,['the United States'],Infantry Mobility Vehicles,Unknown HMMWVvariant,5,5,['destroyed'],https://i.postimg.cc/B6K19KRh/2015-HMMWV-destr-20-06-23.jpg,_02d15b1ab5c9acb1707c
16689,UA,['the United Kingdom'],Infantry Mobility Vehicles,AT105A Saxon,12,5,['captured'],https://i.postimg.cc/JhV5pWqf/2001-saxon-capt-10-07-22.jpg,_8f156375f2940240c91d
16723,UA,"['Italy', 'Norway']",Infantry Mobility Vehicles,Iveco LMV,12,10,['destroyed'],https://i.postimg.cc/kM6x9BMx/2020-Iveco-LMV-destr-21-09-22.jpg,_e00e921adadebd8c851c
16761,UA,['the Soviet Union'],Command Posts And Communications Stations ,BTR-60PU-12 air defence command vehicle,3,2,['destroyed'],https://i.postimg.cc/CMQ98VXQ/4332.png,_4cfb5190d7e9d0d161c9
16778,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2 combat engineering vehicle,10,8,['destroyed'],https://i.postimg.cc/mr3V0HqH/2001-imr2-destr-26-11-23.jpg,_cfc795542ab606661eee
16798,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,RKhM 'Kashalot',6,1,['damaged'],https://postimg.cc/67NyqCSj,_845fd891dd316b38dda9
16801,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,RKhM 'Kashalot',6,3,"['damaged', 'captured']",https://postimg.cc/NK7P45WT,_1847725a0fac46bf6c05
16809,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,5,['destroyed'],https://i.postimg.cc/5y0rdZLQ/2007-BTS-4-A-destr-27-10-23.jpg,_57cc44682c1a87338739
16826,UA,['Germany'],Engineering Vehicles And Equipment ,Bergepanzer 3 armoured recovery vehicle,3,1,['abandoned'],https://i.postimg.cc/RVRJcg5G/2010-Bergepanzer-3-aband-28-12-23.jpg,_7c99d1f01f741e156266
16832,UA,['the United States'],Engineering Vehicles And Equipment ,M1132 Stryker Engineering Squad Vehicle,5,5,['destroyed'],https://i.postimg.cc/XYs5w3wg/2001-M1132-Stryker-engineer-squad-vehicle-destr-07-11-23.jpg,_d212dde366b83a29b42d
16870,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BMK-460 towing and motor boat,2,2,['damaged'],https://i.postimg.cc/Bn7vt6DR/2002-BMK-460-motor-boat-dam-24-12-23.jpg,_bdfe06b9c1cfef8bfd73
16901,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V14 battery command and forward observer vehicle,7,6,['destroyed'],https://i.postimg.cc/xd3WtFQF/2009-1-V14-destr-30-04-23.jpg,_dce965821dc31c03b4cf
16927,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,20,7,['destroyed'],https://i.postimg.cc/hvcm3dz2/2005-MT-12-destr-15-11-23.jpg,_01fae340fed39c617663
16929,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,20,2,['damaged'],https://i.postimg.cc/yYdkL7qy/2018-mt12-dam-23-11-23.jpg,_1ed5d3cdb27336015b38
16930,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,20,3,['damaged'],https://i.postimg.cc/c4m22Vn1/1004-mt-12-capt.jpg,_c959c95a7a87ecd9ec19
16950,UA,['the Soviet Union'],Towed Artillery,122mm D-30 howitzer,11,6,['destroyed'],https://i.postimg.cc/XYBq08GJ/2014-d30-destr-01-04-22.jpg,_2f9c88e456e7d5e1d263
16992,UA,"['Estonia', 'Italy']",Towed Artillery,155mm FH-70 howitzer,5,3,['damaged'],https://i.postimg.cc/BQVtyR49/2022-155mm-FH-70-dam-29-11-23.jpg,_b3ca81e995a883e5e26c
17031,UA,['the United States'],Towed Artillery,155mm M777A2 howitzer,79,38,['destroyed'],https://i.postimg.cc/65kcZPgW/2010-m777-destr-06-12-23.jpg,_03dc21bd3a34cc72c7dd
17032,UA,['the United States'],Towed Artillery,155mm M777A2 howitzer,79,39,['destroyed'],https://i.postimg.cc/Qt1w2n2n/2011-m777-destr-28-02-23.jpg,_d276cc9242ae95dee343
17033,UA,['the United States'],Towed Artillery,155mm M777A2 howitzer,79,40,['destroyed'],https://i.postimg.cc/4y1MdHN6/2014-m777-destr-30-11-22.jpg,_da0e3a6dbe50fc6caf51
17034,UA,['the United States'],Towed Artillery,155mm M777A2 howitzer,79,41,['destroyed'],https://i.postimg.cc/NfzFVV0S/2002-m777-destr-30-11-23.jpg,_85c7080460fd14312ac7
17069,UA,['the United States'],Towed Artillery,155mm M777A2 howitzer,79,35,['damaged'],https://i.postimg.cc/cCr0d5Zw/2024-m777-dam-18-11-23.jpg,_80b300840354f8c9827a
17070,UA,['the United States'],Towed Artillery,155mm M777A2 howitzer,79,36,['damaged'],https://i.postimg.cc/bYnpwVL6/2006-m777-dam-06-11-23.jpg,_8a1fc3db90c1da08050e
17071,UA,['the United States'],Towed Artillery,155mm M777A2 howitzer,79,37,['damaged'],https://i.postimg.cc/90Xr5hDV/2030-m777-dam-12-12-23.jpg,_ab297f7edbedddd266f6
17072,UA,['the United States'],Towed Artillery,155mm M777A2 howitzer,79,38,['damaged'],https://i.postimg.cc/02QrVx97/2003-m777-dam-04-01-24.jpg,_ae49c326692e0ab511a0
17098,UA,['Ukraine'],Towed Artillery,Unknown towed artillery,26,8,['damaged'],https://i.postimg.cc/y83Wzn8J/2023-Unknown-towed-artillery-dam-09-11-23.jpg,_f024ecca4e138f191cb0
17174,UA,['the Soviet Union'],Self-Propelled Artillery,122mm 2S1 Gvozdika,91,61,['destroyed'],https://i.postimg.cc/Y91g3394/2000-2-S1-destr-04-11-23.jpg,_c69190f7b39a7dd11374
17175,UA,['the Soviet Union'],Self-Propelled Artillery,122mm 2S1 Gvozdika,91,62,['destroyed'],https://i.postimg.cc/0QfQLPH5/2003-2s1-destr-31-10-23.jpg,_d901bc414410896a987d
17176,UA,['the Soviet Union'],Self-Propelled Artillery,122mm 2S1 Gvozdika,91,63,['destroyed'],https://i.postimg.cc/JnvgF9Rn/2014-2s1-destr-29-11-23.jpg,_4e1090ce6ffc5668f4d7
17177,UA,['the Soviet Union'],Self-Propelled Artillery,122mm 2S1 Gvozdika,91,64,['destroyed'],https://i.postimg.cc/YS1SvCxB/2013-122mm-2-S1-Gvozdika-destr-02-01-24.jpg,_05f689a406a6fdc25cd0
17190,UA,['the Soviet Union'],Self-Propelled Artillery,122mm 2S1 Gvozdika,91,13,['damaged'],https://i.postimg.cc/1tRyj3jW/2013-2s1-dam-10-07-22.jpg,_8f5b6c93f19e97b956b0
17230,UA,['the Soviet Union'],Self-Propelled Artillery,152mm 2S3 Akatsiya,40,27,['destroyed'],https://i.postimg.cc/xTqCxt16/2001-2-S3-destr-07-12-23.jpg,_586a88501bcccd57a6fc
17231,UA,['the Soviet Union'],Self-Propelled Artillery,152mm 2S3 Akatsiya,40,28,['destroyed'],https://i.postimg.cc/k5kLhdpb/2028-2s3-destr-12-12-23.jpg,_6706d05768c539aeada7
17239,UA,['the Soviet Union'],Self-Propelled Artillery,152mm 2S3 Akatsiya,40,8,['damaged'],https://i.postimg.cc/2yWJN25x/2013-2s3-dam-29-11-23.jpg,_993e83890700a12921c6
17276,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,25,['destroyed'],https://i.postimg.cc/59SLQnTT/2003-m109-destr-14-11-23.jpg,_d3cf0bb6bbc77701feaf
17277,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,26,['destroyed'],https://i.postimg.cc/9M3ZZSW5/2004-M109-31-12-22.jpg,_71a5768d8f7c6d6a84bc
17278,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,27,['destroyed'],https://i.postimg.cc/YSB7LGpB/2000-M109-L-destr-18-11-23.jpg,_fcf66469d769ab48ceb4
17279,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,28,['destroyed'],https://i.postimg.cc/mggFSpTp/2006-m109-destr-21-11-23.jpg,_bb16ef19180d98ab1916
17280,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,29,['destroyed'],https://i.postimg.cc/C1vwTVyw/2023-m109-destr-18-11-23.jpg,_0cf14b33fad5ec4454ac
17281,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,30,['destroyed'],https://i.postimg.cc/vmwZTcJH/2013-M109-A3-GN-destr-30-11-23.jpg,_f8c221f5c68edca506ef
17282,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,31,['destroyed'],https://i.postimg.cc/J4mBD9gG/2016-m109-destr-28-12-23.jpg,_18ae5551da1315877113
17283,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,32,['destroyed'],https://i.postimg.cc/vHLRjg0n/2010-m109-destr-26-12-23.jpg,_6031651884c86b49daca
17284,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,33,['destroyed'],https://i.postimg.cc/3JH5nCF7/2015-m109-destr-31-10-23.jpg,_52c1859e720b86fee059
17298,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,14,['damaged'],https://i.postimg.cc/nVPn3ZYk/2004-m109-dam-24-11-23.jpg,_671b14bace28a9ed0ae5
17299,UA,"['Norway', 'the United Kingdom', 'Italy', 'the United States']",Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,48,15,['damaged'],https://i.postimg.cc/vm1ZnstT/2000-m109-dam-24-12-23.jpg,_19ff60bbcca23dd1817d
17322,UA,['Poland'],Self-Propelled Artillery,155mmAHS Krab,27,23,['destroyed'],https://i.postimg.cc/yxC3VNH7/2020-krab-spg-destr-31-08-23.png,_211cccbd6b0d94add586
17326,UA,['Poland'],Self-Propelled Artillery,155mmAHS Krab,27,4,['damaged'],https://i.postimg.cc/cLLgTfdW/2000-AS-90-dam-18-12-23.jpg,_721ec05775f35cbb8b6f
17330,UA,['the Soviet Union'],Self-Propelled Artillery,203mm 2S7 Pion,10,4,['destroyed'],https://i.postimg.cc/DznWXvfx/2030-2s7-destr-03-01-23.jpg,_2c91633fc736e8bf6af8
17340,UA,['France'],Self-Propelled Artillery,mm Caesar 6x6,5155,3,['destroyed'],https://twitter.com/WarVehicle/status/1732071101524504873,_0d382862059fed6d045f
17347,UA,['the Czech Republic'],Self-Propelled Artillery,mm ShKH vz. 77 DANA,3152,3,['damaged'],https://i.postimg.cc/kGDsNP74/2001-DANA-dam-05-12-23.jpg,_6401d0710fe9a463995a
17354,UA,['the United Kingdom'],Self-Propelled Artillery,155mm AS-90,7,3,['damaged'],https://i.postimg.cc/SRc0mJqw/2005-as90-dam-17-12-23.jpg,_03e508a7875b39551c67
17367,UA,['Ukraine'],Self-Propelled Artillery,Unknown SPG,13,2,['damaged'],https://i.postimg.cc/WzCjz6bK/2022-unkn-spg-dam-16-11-23.jpg,_1cda1a8686ae4a43daf0
17386,UA,['the Soviet Union'],Multiple Rocket Launchers,122mm BM-21 Grad,41,19,['destroyed'],https://i.postimg.cc/fRdHgsmS/2000-bm21-destr-06-12-23.jpg,_47ad2049053bce901cf5
17395,UA,['the Soviet Union'],Multiple Rocket Launchers,122mm BM-21 Grad,41,28,['destroyed'],https://i.postimg.cc/HnvLk3gf/2010-BM-21-Grad-destr-02-12-23.jpg,_740ada9ee97f41b25af0
17430,UA,['the Soviet Union'],Self-Propelled Anti-Aircraft Guns ,Ural-4320 with Zu-23-2,1,1,['destroyed'],https://i.postimg.cc/D0XG4LZD/2008-Ural-4320-with-a-Zu-23-2-destr-30-09-22.jpg,_60ee40550e4f45d683aa
17431,UA,['the Soviet Union'],Self-Propelled Anti-Aircraft Guns ,GAZ-66 with Zu-23-2,1,1,['destroyed'],https://i.postimg.cc/GhQw5qg1/2002-GAZ-66-with-ZU-23-AA-gun-destr-31-08-23.jpg,_026463b0f1090f2450b2
17444,UA,['the Soviet Union'],Surface-To-Air Missile Systems ,9K33 Osa,20,13,['destroyed'],https://i.postimg.cc/Fsftzq6V/3116.png,_9c3d4cfe7dbc763bef57
17445,UA,['the Soviet Union'],Surface-To-Air Missile Systems ,9K33 Osa,20,14,['destroyed'],https://i.postimg.cc/CKtfQNrB/2018-9-A33-BM-OSA-AKM-TELAR-destr-18-12-22.jpg,_5cea1ddc4341a781629f
17471,UA,['the Soviet Union'],Surface-To-Air Missile Systems ,9K35 Strela-10,26,20,['destroyed'],https://i.postimg.cc/cCyqXt5W/2022-strela10-destr-13-01-24.jpg,_c4d10b765eaa1214adbe
17472,UA,['the Soviet Union'],Surface-To-Air Missile Systems ,9K35 Strela-10,26,21,['destroyed'],https://i.postimg.cc/nLN6D5rq/2009-Strela-10-destr-14-01-24.jpg,_fe8dc7f5244de5c97c56
17484,UA,['the Soviet Union'],Surface-To-Air Missile Systems ,),1,4,['destroyed'],https://i.postimg.cc/85LwMt6D/2033-Buk-M1-9-A310-M1-TELAR-destr-12-05-23.jpg,_d63841c976b72fad6a30
17490,UA,['the Soviet Union'],Surface-To-Air Missile Systems ,),1,10,['destroyed'],https://i.postimg.cc/nLN6D5rq/2009-Strela-10-destr-14-01-24.jpg,_bdb435cc316f15e09261
17497,UA,['the Soviet Union'],Surface-To-Air Missile Systems ,9A39M1 TEL (for Buk-M1),4,4,['destroyed'],https://i.postimg.cc/JnMjngZK/2001-9-A39-M1-TEL-for-Buk-M1-destr-21-05-23.jpg,_c2947b97b1c90043d5aa
17572,UA,['the Soviet Union'],Radars And Communications Equipment,P-18 'Spoon Rest D',7,1,['damaged'],https://i.postimg.cc/900WKT71/2014-P-18-Radar-dam-01-12-23.jpg,_df9648693776a322dc7a
17581,UA,['Ukraine'],Radars And Communications Equipment,80K6M Mobile 3D Radar,1,1,['destroyed'],https://i.postimg.cc/rFLc0GPq/2001-80-K6-M-Mobile-3-D-Radar-destr-28-11-23.jpg,_4e2c482292d94fccf4dc
17634,UA,['the Soviet Union'],Radars And Communications Equipment,ST-68U radar,4,4,['destroyed'],https://i.postimg.cc/bJzL8vcF/2007-ST-68-U-3-D-Radar-destr-24-11-23.jpg,_9f48cb101676daab4cad
17657,UA,['Ukraine'],Jammers And Deception Systems ,Bukovel-AD EW system,4,1,['damaged'],https://i.postimg.cc/vZVmGWSN/2008-Bukovel-AD-dam-02-12-23.jpg,_214105273783ac091d02
17659,UA,['the Soviet Union'],Aircraft,MiG-29 fighter aircraft,23,2,['destroyedontheground'],https://i.postimg.cc/fRgL7VPw/2003-mig29-destr-30-09-23.jpg,_dde9533614220654403f
17662,UA,['the Soviet Union'],Aircraft,MiG-29 fighter aircraft,23,5,['destroyedontheground'],https://i.postimg.cc/9MhcsqKd/2004-mig29-destr-30-09-23.jpg,_ed20939a17d6766d3b90
17679,UA,['the Soviet Union'],Aircraft,MiG-29 fighter aircraft,23,22,['destroyed'],https://i.postimg.cc/9MSTfJWZ/2001-mig29-destr-22-12-23.jpg,_571bdde15ce058cf2e34
17682,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,2,['destroyed'],https://i.postimg.cc/bN1TbkjC/46.png,_55b22da9b35824d7ed10
17683,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,3,['destroyed'],https://i.postimg.cc/dQWVLThg/326.png,_bf3b29aa741e040f79ea
17684,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,4,['destroyed'],https://i.postimg.cc/fR6S8HY7/4f.png,_f7548c6cbbda7737a1ed
17685,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,5,['destroyed'],https://i.postimg.cc/g2crXNnW/662.png,_288972539c0d6a0c12fd
17686,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,6,['destroyed'],https://i.postimg.cc/tgDL4PKN/6523.png,_b090e7fc17171840e583
17687,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,7,['destroyed'],https://i.postimg.cc/yYYnJqkd/332o.png,_6d1b93cf9dead1ae556e
17688,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,8,['destroyed'],https://i.postimg.cc/g01tJpzN/3fp.png,_072e1522096fe997d6c5
17689,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,9,['destroyed'],https://i.postimg.cc/43f8XSQt/2001-su27-destr-23-07-22.jpg,_ce6e6c925898ab19c3f8
17690,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,10,['destroyed'],https://i.postimg.cc/4xZP1SMM/2002-su27-destr-23-07-22.jpg,_921a2f1e7cb815d094fc
17691,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,11,['destroyed'],https://i.postimg.cc/Ghnxcfc2/2003-su27-destr-13-03-22.jpg,_66b704eff04320ba6e6e
17692,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,12,['destroyed'],https://i.postimg.cc/jSfkXN9v/2009-mig29.jpg,_56f9302de8334095ffbe
17693,UA,['the Soviet Union'],Aircraft,Su-27 fighter aircraft,13,13,['destroyed'],https://i.postimg.cc/XYjFGXyJ/2023-su27-destr-22-12-23.jpg,_d86713198e087e807eeb
17731,UA,['the Czech Republic'],Aircraft,L-39 Albatros,3,3,['destroyed'],https://i.postimg.cc/zf2nkrpX/3325.png,_1e95a188e801b988a39c
17765,UA,['the Soviet Union'],Helicopters,Mi-8 transport helicopter,24,24,['destroyed'],https://i.postimg.cc/mrkGDsFv/2006-mi8-destr-15-03-22.jpg,_1398fe66f801994371c6
17799,UA,['Ukraine'],Unmanned Combat Aerial Vehicles,Punisher,1,1,['destroyed'],https://i.postimg.cc/BbYynqNn/2017-Punisher-attack-UAV-destr-10-11-23.jpg,_5e000ddc9f8a0d2e6d07
17832,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,36,['destroyed'],https://i.postimg.cc/fb0x7xRC/1020-fury-uav-25-11-23.jpg,_c818c3eca9610ea51889
17833,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,37,['destroyed'],https://i.postimg.cc/HxWFK4sW/2006-FURY-uav-destr-19-12-23.jpg,_fe0d899fa27786274abd
17834,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,37,['destroyed'],https://i.postimg.cc/ZRfXhBC8/2007-FURY-uav-destr-19-12-23.jpg,_4c814c7bb725cf5e343b
17835,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,38,['destroyed'],https://i.postimg.cc/KY4TcBWf/2002-fury-uav-destr-14-12-23.jpg,_adba00384b06250c8e88
17836,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,39,['destroyed'],https://i.postimg.cc/Zq0dHgHz/2003-fury-uav-destr-06-06-23.jpg,_1796d5a08fa5bfb14c9d
17861,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,25,['captured'],https://i.postimg.cc/8ktxHHDg/2020-fury-uav-capt-16-11-23.jpg,_e52875ad5b9caeb69fd2
17862,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,26,['captured'],https://i.postimg.cc/Z5CfjxQw/2020-A1-SM-Fury-capt-17-11-23.jpg,_a9ed794e21b9f40583d1
17863,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,27,['captured'],https://i.postimg.cc/fLmhfb5F/2025-fury-uav-capt-07-12-23.jpg,_84a58e6d9da9e83aebff
17864,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,28,['captured'],https://i.postimg.cc/yN5ZDW4H/2007-fury-uav-capt-14-12-23.jpg,_6eea5413621d9fdf054d
17865,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,67,29,['captured'],https://i.postimg.cc/bJPsJWn7/2003-A1-SM-Furia-uav-capt-08-01-24.jpg,_70b86f26d0849286f7ef
17891,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,ASU-1 Valkyrja,34,26,['destroyed'],https://i.postimg.cc/CL5X6qLB/2006-asu-1-valkyria-destr-13-11-23.jpg,_bda92a4f4c8baa8d0183
17892,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,ASU-1 Valkyrja,34,27,['destroyed'],https://i.postimg.cc/MGB9JKqR/2003-ASU-1-Valkiria-destr-06-07-23.jpg,_ebb29cee663eb4d27740
17893,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,ASU-1 Valkyrja,34,28,['destroyed'],https://i.postimg.cc/RVPscDg3/2007-ASU-1-Valkiria-18-10-23.jpg,_bb545fa76ffce1e5c60f
17894,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,ASU-1 Valkyrja,34,29,['destroyed'],https://i.postimg.cc/0QJRY0nZ/2012-ASU-1-Valkiria-destr-12-03-23.jpg,_c4afee139fb953aaa205
17926,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,Leleka-100,45,27,['destroyed'],https://i.postimg.cc/52C1tqWm/2003-Leleka-100-destr-15-11-23.jpg,_07cf486bdefe0de9857e
17927,UA,['Ukraine'],Reconnaissance Unmanned Aerial Vehicles,Leleka-100,45,28,['destroyed'],https://i.postimg.cc/c4MWQKpw/2003-Leleka-100-UAV-destr-27-10-23.jpg,_d0c5141cc42434d33bca
