,owner,origen,weapon,platform,total,number,Status,url,primary_key
1807,RU,['the Soviet Union'],Tanks,T-80BV,477,295,['destroyed'],https://i.postimg.cc/3RNwCYbz/1037-t80bv-destr-05-12-23.jpg,_02d08351b7a160682223
1808,RU,['the Soviet Union'],Tanks,T-80BV,477,296,['destroyed'],https://i.postimg.cc/RhgtCvV0/1012-t80bv-dam-aband-28-11-23.jpg,_fce8a3d326da477556df
1809,RU,['the Soviet Union'],Tanks,T-80BV,477,297,['destroyed'],https://i.postimg.cc/2y7tcxV2/1005-t80bv-destr-25-11-23.jpg,_5920856aecc1311f61b2
1810,RU,['the Soviet Union'],Tanks,T-80BV,477,298,['destroyed'],https://i.postimg.cc/cJGS2PWW/1002-t80bv-destr-25-01-23.jpg,_b4c35ec949787f4c2c56
1811,RU,['the Soviet Union'],Tanks,T-80BV,477,299,['destroyed'],https://i.postimg.cc/5tXs4GRM/1027-T-80-BV-destr-13-12-23.jpg,_45fbd8e38ab6f14d04b1
1812,RU,['the Soviet Union'],Tanks,T-80BV,477,300,['destroyed'],https://i.postimg.cc/2jQ2Sn23/1032-T-80-BV-destr-29-11-23.jpg,_13441404852cc64f1810
1813,RU,['the Soviet Union'],Tanks,T-80BV,477,301,['destroyed'],https://i.postimg.cc/15yMn4jB/1037-t80bv-destr-12-12-23.jpg,_773a638ab0bd84c12dd0
1814,RU,['the Soviet Union'],Tanks,T-80BV,477,302,['destroyed'],https://i.postimg.cc/XY6gXX1R/1006-t80bv-destr-10-12-23.jpg,_749b363f04b9ee28613c
1815,RU,['the Soviet Union'],Tanks,T-80BV,477,303,['destroyed'],https://i.postimg.cc/1X4vQvqB/1011-t80bv-destr-22-11-23.jpg,_5add2b593b68f89b4b29
1816,RU,['the Soviet Union'],Tanks,T-80BV,477,304,['destroyed'],https://i.postimg.cc/DwTCXqzk/1023-t80bv-destr-21-12-23.jpg,_416943589f24a4cd709e
1817,RU,['the Soviet Union'],Tanks,T-80BV,477,305,['destroyed'],https://i.postimg.cc/rp9fFL6t/1025-t80bv-destr-09-01-24.jpg,_e9497ffa38bcfca46c33
1818,RU,['the Soviet Union'],Tanks,T-80BV,477,306,['destroyed'],https://i.postimg.cc/Xv0nrCqH/1000-t80bv-destr-25-12-23.jpg,_4a6a72cfe5001490ac62
1819,RU,['the Soviet Union'],Tanks,T-80BV,477,307,['destroyed'],https://i.postimg.cc/Wz4N2czs/1016-t80bv-destr-19-12-23.jpg,_77c7995c5600b7dbcc19
1820,RU,['the Soviet Union'],Tanks,T-80BV,477,308,['destroyed'],https://i.postimg.cc/RCPCghph/1028-t80bv-destr-21-12-23.jpg,_6bb60b4923f6b885f0e7
1821,RU,['the Soviet Union'],Tanks,T-80BV,477,309,['destroyed'],https://i.postimg.cc/gkHXpNg8/1010-t80bv-destr-28-12-23.jpg,_df70e203045c44000c72
1822,RU,['the Soviet Union'],Tanks,T-80BV,477,310,['destroyed'],https://i.postimg.cc/7ZPCZ0Rc/1011-t80bv-destr-28-12-23.jpg,_6ffcd1de416fbf5993b6
1823,RU,['the Soviet Union'],Tanks,T-80BV,477,311,['destroyed'],https://i.postimg.cc/WzRFNKR6/1013-t80bv-destr-26-12-23.jpg,_ebc0821c4e421a7e5ee4
1824,RU,['the Soviet Union'],Tanks,T-80BV,477,312,['destroyed'],https://i.postimg.cc/T1GdHXMS/1049-t80bv-destr-31-08-23.jpg,_7b5836227962cb0ae830
1825,RU,['the Soviet Union'],Tanks,T-80BV,477,313,['destroyed'],https://i.postimg.cc/mrt2CC5y/1041-t80bv-destr-30-11-23.jpg,_a3d23a04753b8c61300c
1826,RU,['the Soviet Union'],Tanks,T-80BV,477,314,['destroyed'],https://i.postimg.cc/XvN6tzBg/1045-t80-destr-30-10-23.jpg,_28412362457acc580aa2
1827,RU,['the Soviet Union'],Tanks,T-80BV,477,315,['destroyed'],https://twitter.com/naalsio26/status/1741504161315709212,_6962e5fa1e990bb23b66
1828,RU,['the Soviet Union'],Tanks,T-80BV,477,316,['destroyed'],https://i.postimg.cc/GpZs4hZc/1046-t80bv-destr-25-12-23.jpg,_5702f2e079183db91b80
1829,RU,['the Soviet Union'],Tanks,T-80BV,477,317,['destroyed'],https://i.postimg.cc/xTx8dwcz/1015-t80bv-destr-01-01-24.jpg,_0c6a486e1d49d44a2754
1830,RU,['the Soviet Union'],Tanks,T-80BV,477,318,['destroyed'],https://i.postimg.cc/tCC7pqCb/1009-t80bv-destr-11-12-23.jpg,_97261f46749f9f93087d
1831,RU,['the Soviet Union'],Tanks,T-80BV,477,319,['destroyed'],https://i.postimg.cc/k4wQhd68/1301-t80bv-destr-30-11-23.jpg,_50b59d5f9be60d80263a
1832,RU,['the Soviet Union'],Tanks,T-80BV,477,320,['destroyed'],https://i.postimg.cc/qRG20MQZ/1001-t80bv-destr-13-10-22.png,_8b6cc008a41e7e0e09f1
1852,RU,['the Soviet Union'],Tanks,T-80BV,477,20,['damaged'],https://i.postimg.cc/6pZ960W4/1013-t80bv-dam-19-10-23.jpg,_b67eb6453b07a342b8e4
1863,RU,['the Soviet Union'],Tanks,T-80BV,477,11,"['damaged', 'abandoned']",https://i.postimg.cc/vTCWfvfN/1016-t80bv-dam-aband-14-11-23.jpg,_4564e25d2add2d5a2bfe
1891,RU,['the Soviet Union'],Tanks,T-80BV,477,39,"['damaged', 'abandoned']",https://i.postimg.cc/Mp7yfVT9/1019-2x-t80bv-dam-aband-16-11-23.jpg,_a73662da04bd50e0bc97
1892,RU,['the Soviet Union'],Tanks,T-80BV,477,40,['abandoned'],https://i.postimg.cc/BZ8TJ0Qh/1030-t80bv-aband-03-12-23.jpg,_b7e1a188ca34eda7a1ea
1893,RU,['the Soviet Union'],Tanks,T-80BV,477,41,"['damaged', 'abandoned']",https://i.postimg.cc/R05Nt6HJ/1012-t80bv-dam-aabnd-28-11-23.jpg,_a9334d74b5de28e569c9
1894,RU,['the Soviet Union'],Tanks,T-80BV,477,42,['abandoned'],https://i.postimg.cc/T3YkShj1/1028-t80bv-aband-04-12-23.jpg,_3ba372475efac95517e1
1895,RU,['the Soviet Union'],Tanks,T-80BV,477,43,"['damaged', 'abandoned']",https://i.postimg.cc/kg1jd9wc/1022-t80bv-aband-13-12-23.jpg,_41e3b510fc4e40bf9f28
1896,RU,['the Soviet Union'],Tanks,T-80BV,477,44,"['damaged', 'abandoned']",https://i.postimg.cc/8C8TcmQV/1005-unkn-tank-and-btr82-aband-2x-unkn-afv-destr-20-10-23.jpg,_cbcab13b3b72f5a19144
1897,RU,['the Soviet Union'],Tanks,T-80BV,477,45,['abandoned'],https://i.postimg.cc/C5Z4n8gg/1015-t80bv-aband-10-12-23.jpg,_587a9186704363bf07d7
1898,RU,['the Soviet Union'],Tanks,T-80BV,477,46,['abandoned'],https://i.postimg.cc/LXQTsTGD/1016-t80bv-aband-10-12-23.jpg,_cbe330bd58ded92e62b8
1899,RU,['the Soviet Union'],Tanks,T-80BV,477,47,['abandoned'],https://i.postimg.cc/B6pZ9nqh/1020-t80bv-aband-21-12-23.jpg,_b4d99b107d6edf285c98
1900,RU,['the Soviet Union'],Tanks,T-80BV,477,48,"['damaged', 'abandoned']",https://i.postimg.cc/zX7B63fk/1028-t80bv-dam-aband-21-12-23.jpg,_49ccb9f150689dabb310
1901,RU,['the Soviet Union'],Tanks,T-80BV,477,49,"['damaged', 'abandoned']",https://i.postimg.cc/mrttQRBy/1025-t80bv-dam-aband-21-12-23.jpg,_68dd122a5ab3b364122d
1902,RU,['the Soviet Union'],Tanks,T-80BV,477,50,"['damaged', 'abandoned']",https://i.postimg.cc/brjrctbm/1026-t80bv-dam-aband-21-12-23.jpg,_3bc0377097d387241e0c
1903,RU,['the Soviet Union'],Tanks,T-80BV,477,51,"['damaged', 'abandoned']",https://i.postimg.cc/05bWFf6q/1042-t80bv-fam-aband-20-08-23.jpg,_0beb7375d0b9042450de
1904,RU,['the Soviet Union'],Tanks,T-80BV,477,52,['abandoned'],https://i.postimg.cc/d1rZrcYG/1044-t80bv-aband-25-12-23.jpg,_36648a1655ffa36e41a4
1905,RU,['the Soviet Union'],Tanks,T-80BV,477,53,"['damaged', 'abandoned']",https://i.postimg.cc/Bn1KSsL2/1004-t80bv-dam-aband-04-01-24.jpg,_98ecd1a4667b5adc7bc8
1940,RU,['the Soviet Union'],Tanks,T-80BV,477,35,['captured'],https://i.postimg.cc/PxC7dQHG/1040-t80bv-capt-13-09-22.jpg,_d3b6f9c2895262afd89e
1989,RU,['the Soviet Union'],Tanks,T-80BVK,2,1,['destroyed'],https://i.postimg.cc/DfcFjJs6/1055-t80bv-destr-15-12-23.jpg,_ef56192385c9929d6396
1990,RU,['the Soviet Union'],Tanks,T-80BVK,2,1,['captured'],https://i.postimg.cc/SK3422K0/488.png,_79c52fc4dc4a8e127b97
1998,RU,['Russia'],Tanks,T-80BV Obr. 2022,9,8,['destroyed'],https://i.postimg.cc/ZKzJJkDz/1013-t80bv-2022-destr-22-11-23.jpg,_8a76c10280c2fc0589d8
1999,RU,['Russia'],Tanks,T-80BV Obr. 2022,9,9,['destroyed'],https://i.postimg.cc/0N6w5JXW/1006-t80bvm-destr-28-08-23.jpg,_00447391a12df8e14467
2029,RU,['Russia'],Tanks,T-80U,97,30,['destroyed'],https://i.postimg.cc/pr6ZmZpP/1068-t80u-destr-24-05-22.jpg,_6feda22cdbeaedf84991
2042,RU,['Russia'],Tanks,T-80U,97,43.44,['destroyed'],https://i.postimg.cc/MKGmY3nM/1010-3x-t80u-destr-08-05-22.jpg,_5a64f457ce956ad0de3f
2043,RU,['Russia'],Tanks,T-80U,97,45,['destroyed'],https://i.postimg.cc/MKGmY3nM/1010-3x-t80u-destr-08-05-22.jpg,_3591bfc521e0328dcc77
2167,RU,['Russia'],Tanks,T-80BVM,111,64,['destroyed'],https://i.postimg.cc/029Gq8r4/1024-T72b1989-aband-and-T80bvm-destr-15-10-23.jpg,_2803608f0aef2254b067
2168,RU,['Russia'],Tanks,T-80BVM,111,65,['destroyed'],https://i.postimg.cc/0yMSxRg8/1000-t80bvm-destr-04-12-23.jpg,_e337b5e8ae6e55289dce
2169,RU,['Russia'],Tanks,T-80BVM,111,66,['destroyed'],https://i.postimg.cc/zfVCmRXT/1001-t80bvm-destr-10-07-23.jpg,_bf3fb47a347502c889b8
2170,RU,['Russia'],Tanks,T-80BVM,111,67,['destroyed'],https://i.postimg.cc/3rBQKxsh/1047-1x-t80bv-destr-14-12-23.jpg,_0034699ae9594f23ca8a
2171,RU,['Russia'],Tanks,T-80BVM,111,68,['destroyed'],https://i.postimg.cc/DfBs5x34/1019-T-80-BVM-destr-01-01-24.jpg,_31b966df250781ea6c90
2172,RU,['Russia'],Tanks,T-80BVM,111,69,['destroyed'],https://twitter.com/NOELreports/status/1746798317751697602,_f0a8ec2437a1ce34a178
2179,RU,['Russia'],Tanks,T-80BVM,111,7,['damaged'],https://i.postimg.cc/XqF94zbR/1013-t80bvm-dam-08-01-24.jpg,_7aca28ca05f14439f483
2180,RU,['Russia'],Tanks,T-80BVM,111,1,"['damaged', 'abandoned']",https://i.postimg.cc/J0tMSfm3/1005-72-B3-and-80-BVM-dam-aband-20-08-23.jpg,_1ce5ee72881a6a4659a9
2181,RU,['Russia'],Tanks,T-80BVM,111,2,"['damaged', 'abandoned']",https://i.postimg.cc/26Nz63yR/1023-2x-bmp2-destr-2x-t72b-destr-T-80-BVM-abandoned-15-06-23.jpg,_c6e9ecf281dcf64335df
2220,RU,['Russia'],Tanks,T-80BVM Obr. 2022,8,6,['destroyed'],https://i.postimg.cc/1txzNrb7/1201-t80bvm-2022-destr-11-10-23.jpg,_24328709e1747cc15619
2222,RU,['Russia'],Tanks,T-80BVM Obr. 2022,8,2,"['damaged', 'abandoned']",https://i.postimg.cc/5y4vMXJG/1006-T-72-B-Obr-2022-dam-aband-04-12-23.jpg,_14925ba445261ea4cd9b
2226,RU,['Russia'],Tanks,Unknown T-80,10,4,['destroyed'],https://i.postimg.cc/pLxVJNDJ/1010-unkn-t80-destr-23-11-23.jpg,_de704e02930011e97bd3
2227,RU,['Russia'],Tanks,Unknown T-80,10,5,['destroyed'],https://i.postimg.cc/MKYPd1Qg/1021-unkn-t80-destr-13-12-23.jpg,_88b2ee54c35346e9617f
2228,RU,['Russia'],Tanks,Unknown T-80,10,6,['destroyed'],https://i.postimg.cc/cLWmMsbT/1300-t80u-destr-31-12-23.jpg,_bf4b35604a573c2ff50f
2254,RU,['Russia'],Tanks,T-90A,36,22,['destroyed'],https://twitter.com/bayraktar_1love/status/1742952220860002396,_9b8fdffbb0fb9f6003b0
2255,RU,['Russia'],Tanks,T-90A,36,23,['destroyed'],https://twitter.com/bayraktar_1love/status/1742952220860002396,_899a940009e328da71e6
2275,RU,['Russia'],Tanks,T-90S,7,6,['destroyed'],https://twitter.com/UAWeapons/status/1613325613795770371,_11933cfcb4b8111b0f66
2306,RU,['Russia'],Tanks,T-90M,58,30,['destroyed'],https://i.postimg.cc/fWGRkSyF/1009-t90m-destr-24-11-23.jpg,_daf1d00cad43fa855e4a
2307,RU,['Russia'],Tanks,T-90M,58,31,['destroyed'],https://i.postimg.cc/GpqPMK3R/1038-t90m-destr-19-10-23.jpg,_6774d43dfbdcbca794ab
2308,RU,['Russia'],Tanks,T-90M,58,32,['destroyed'],https://twitter.com/bayraktar_1love/status/1736706423969427948,_60606e96ee4e5f7a4428
2317,RU,['Russia'],Tanks,T-90M,58,9,['damaged'],https://i.postimg.cc/mrbNNJsV/1043-t90m-dam-06-11-23.jpg,_791403466f90bfb243e0
2318,RU,['Russia'],Tanks,T-90M,58,10,['damaged'],https://i.postimg.cc/PxCmFqFr/1029-t90m-dam-09-01-24.jpg,_1ee646680e245e13617f
2328,RU,['Russia'],Tanks,T-90M,58,10,"['damaged', 'abandoned']",https://i.postimg.cc/y6cX9jwb/1013-t90m-dam-aband-18-11-23.jpg,_4116506c2a05004ee284
2329,RU,['Russia'],Tanks,T-90M,58,11,"['damaged', 'abandoned']",https://i.postimg.cc/vB0KwK0P/1308-t90m-dam-aband-24-12-23.jpg,_f5b0c6c7bc65d0ed5218
2330,RU,['Russia'],Tanks,T-90M,58,12,"['damaged', 'abandoned']",https://i.postimg.cc/9Xqddr7L/1044-t90m-dam-aband-12-01-24.jpg,_dd110d888ff667c440d5
2331,RU,['Russia'],Tanks,T-90M,58,13,['abandoned'],https://i.postimg.cc/3J4jCZ1K/1019-T-90-M-aband-14-01-24.jpg,_ea8305b0164199b8d59b
2337,RU,['Russia'],Tanks,Unknown tank,290,3,['destroyed'],https://i.postimg.cc/Vkwn909T/1021-unkn-tank-destr-03-12-23.jpg,_011ede97cb1d724009c0
2346,RU,['Russia'],Tanks,Unknown tank,290,12,['destroyed'],https://i.postimg.cc/c1RSYb7Q/1005-16-10-23.jpg,_173ca2a49ebb912cfc73
2347,RU,['Russia'],Tanks,Unknown tank,290,13,['destroyed'],https://i.postimg.cc/c1RSYb7Q/1005-16-10-23.jpg,_ebe86f2b72051e982295
2348,RU,['Russia'],Tanks,Unknown tank,290,14,['destroyed'],https://i.postimg.cc/c1RSYb7Q/1005-16-10-23.jpg,_f1a849efe9b1ed24295b
2349,RU,['Russia'],Tanks,Unknown tank,290,15,['destroyed'],https://i.postimg.cc/NjP0GVm9/1043-unkn-tank-destr-27-12-23.jpg,_ae712bfc8a736879b075
2361,RU,['Russia'],Tanks,Unknown tank,290,27,['destroyed'],https://i.postimg.cc/J4Q4W1Bc/1042-unkn-tank-destr-16-03-23.jpg,_9e333b9ce55d776f34c8
2368,RU,['Russia'],Tanks,Unknown tank,290,34,['destroyed'],https://i.postimg.cc/NjWVL03k/3211.jpg,_095deb919a7ef7c46287
2369,RU,['Russia'],Tanks,Unknown tank,290,35,['destroyed'],https://i.postimg.cc/5ydW9vgS/1020-unkn-tank-destr-06-11-23.jpg,_8342a4434f0cb358566d
2374,RU,['Russia'],Tanks,Unknown tank,290,40,['destroyed'],https://twitter.com/UAWeapons/status/1510015312648888325,_9f680cfab3585363a0af
2380,RU,['Russia'],Tanks,Unknown tank,290,46,['destroyed'],https://i.postimg.cc/HssnqcZ7/1042-unkn-tank-destr-31-10-23.jpg,_81200bd78b179c35a420
2382,RU,['Russia'],Tanks,Unknown tank,290,48,['destroyed'],https://i.postimg.cc/Df45pCJ3/1025-unkn-tank-destr-22-12-23.jpg,_501956ea99f16802205d
2399,RU,['Russia'],Tanks,Unknown tank,290,65,['destroyed'],https://i.postimg.cc/BQyQd1gR/1001-bmp1-destr-24-10-23.jpg,_b286be20723e879042c0
2405,RU,['Russia'],Tanks,Unknown tank,290,71,['destroyed'],https://i.postimg.cc/FFqp5Tys/1036-unkn-tank-destr-12-12-23.jpg,_7ee7bf3fd93d9a6e96a2
2410,RU,['Russia'],Tanks,Unknown tank,290,76,['destroyed'],https://i.postimg.cc/Bn2MC21Z/1025-unkn-tank-destr-11-12-23.jpg,_a44e63833052f262c5ee
2463,RU,['Russia'],Tanks,Unknown tank,290,129,['destroyed'],https://i.postimg.cc/y65KptpX/1009-unkn-tank-destr-20-10-23.jpg,_8a58fc817a10b7b537ec
2493,RU,['Russia'],Tanks,Unknown tank,290,159,['destroyed'],https://i.postimg.cc/C1bMNxtk/1048-unkn-tank-destr-19-12-23.jpg,_91db65466c8d7aca851b
2511,RU,['Russia'],Tanks,Unknown tank,290,177,['destroyed'],https://i.postimg.cc/qMzDqfHL/1034-1x-t72b3-1x-t80bv-2x-unkn-tank-destr-1x-t80bv-aband-31-10-23.jpg,_dd8f15cc6ec205f61635
2512,RU,['Russia'],Tanks,Unknown tank,290,178,['destroyed'],https://i.postimg.cc/qMzDqfHL/1034-1x-t72b3-1x-t80bv-2x-unkn-tank-destr-1x-t80bv-aband-31-10-23.jpg,_68779617892e4c474083
2516,RU,['Russia'],Tanks,Unknown tank,290,182,['destroyed'],https://twitter.com/ServiceSsu/status/1637017523727003648,_250c282b82675b531eb3
2551,RU,['Russia'],Tanks,Unknown tank,290,217,['destroyed'],https://i.postimg.cc/VvqQJ6HQ/1021-unkn-tank-destr-04-11-23.jpg,_bfebe2a94bd041cfe66e
2572,RU,['Russia'],Tanks,Unknown tank,290,238,['destroyed'],https://i.postimg.cc/85Zy6Dfh/1002-unkn-tank-destr-31-08-23.jpg,_6bd37c28a2734e431be4
2573,RU,['Russia'],Tanks,Unknown tank,290,239,['destroyed'],https://i.postimg.cc/PJc2S44J/1009-unkn-tank-destr-10-12-23.jpg,_76fdf9cf2cc65c458520
2574,RU,['Russia'],Tanks,Unknown tank,290,240,['destroyed'],https://i.postimg.cc/Pq3W4DyR/1028-unkn-tank-destr-06-01-24.jpg,_1f269c7799ca3aa62f9d
2599,RU,['Russia'],Tanks,Unknown tank,290,2,"['damaged', 'abandoned']",https://i.postimg.cc/2jXcjkDY/1010-unkn-tank-dam-aband-10-12-23.jpg,_1c7eb17970afc561a43b
2605,RU,['Russia'],Tanks,Unknown tank,290,8,['abandoned'],https://i.postimg.cc/V613cN27/1015-unkn-tank-aband-18-11-23.jpg,_f946bf71e672e4646347
2613,RU,['Russia'],Tanks,Unknown tank,290,16,"['damaged', 'abandoned']",https://i.postimg.cc/DZPHr1xP/1017-unkn-tank-dam-aband-31-10-23.jpg,_99a7d58ceee418393f7d
2614,RU,['Russia'],Tanks,Unknown tank,290,17,"['damaged', 'abandoned']",https://i.postimg.cc/T1ZJVPdW/1032-unkn-tank-dam-aband-10-12-23.jpg,_404a075208833a12dab2
2615,RU,['Russia'],Tanks,Unknown tank,290,18,"['damaged', 'abandoned']",https://i.postimg.cc/85ffVGYz/1015-unkn-tank-dam-aband-28-12-23.jpg,_ed2fe641b75050debdf4
2616,RU,['Russia'],Tanks,Unknown tank,290,19,['abandoned'],https://i.postimg.cc/jS3frhcn/1011-unkn-tank-and-bmp-aband-29-12-23.jpg,_2d12c2a29a126dc0ab67
2617,RU,['Russia'],Tanks,Unknown tank,290,20,"['damaged', 'abandoned']",https://i.postimg.cc/GpJxThQG/1003-Unknown-tank-dam-aband-26-11-23.jpg,_882e0b7b4411668c61c0
2618,RU,['Russia'],Tanks,Unknown tank,290,21,['abandoned'],https://i.postimg.cc/vHkzpKTg/1000-Unknown-tank-aband-12-01-24.jpg,_2b64a4996b74afb1000e
2619,RU,['Russia'],Tanks,Unknown tank,290,22,['abandoned'],https://i.postimg.cc/Cx8NY4nv/1014-Unknown-tank-aband-31-12-23.jpg,_249c7d9846ebd0006391
2620,RU,['Russia'],Tanks,Unknown tank,290,23,['abandoned'],https://i.postimg.cc/FRrgy5Wq/1017-unkn-tank-aband-31-12-23.jpg,_60696ab023163c1d28c1
2640,RU,['the Soviet Union'],Armoured Fighting Vehicles,BRM-1(K) reconnaissance vehicle,28,17,['destroyed'],https://i.postimg.cc/mk7Lww7F/1035-brm1k-destr-06-06-22.jpg,_3076a1c18b514242e8ab
2643,RU,['the Soviet Union'],Armoured Fighting Vehicles,BRM-1(K) reconnaissance vehicle,28,2,['abandoned'],https://i.postimg.cc/XNRKK3g7/1010-1x-destr-2x-dam-aband-bmp2-11-11-23.jpg,_c14944b5c707d4a083eb
2647,RU,['the Soviet Union'],Armoured Fighting Vehicles,BRM-1(K) reconnaissance vehicle,28,4,['captured'],https://i.postimg.cc/SNkW4Ccj/1003-brm1k-capt-31-03-22.jpg,_db8da7f97ea698a50597
2668,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,3,['destroyed'],https://i.postimg.cc/NjcSxtc5/1013-mtlb-destr-08-01-24.jpg,_e0281efb9c97a5546c9f
2673,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,8,['destroyed'],https://i.postimg.cc/nLTWTxKZ/1033-mtlb-destr-15-11-23.jpg,_390e0c453d658070685c
2674,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,9,['destroyed'],https://i.postimg.cc/R0D3QpdG/1058-MT-LB-destr-30-11-22.jpg,_4b188710b496b2cc9f74
2720,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,55,['destroyed'],https://i.postimg.cc/m2SWRPH7/1030-t72b-and-mtlb-destr-30-05-22.jpg,_1f6f8b584142edc3a8d5
2749,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,85,['destroyed'],https://i.postimg.cc/yN6GwTWK/1014-mtlb-destr-08-01-24.jpg,_8bdbb27d6f690e0bf5e5
2913,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,249,['destroyed'],https://i.postimg.cc/BvLxcVQ1/1007-mtlb-destr-10-12-23.jpg,_30ec8161e55dc5a67748
2988,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,322,['destroyed'],https://i.postimg.cc/WpJwD40K/1002-MT-LB-destr-26-11-23.jpg,_d0b50e8396ad3fa19eb8
2989,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,323,['destroyed'],https://i.postimg.cc/PfR6HgPT/1031-MT-LB-destr-14-11-23.jpg,_f71a0e6d5a39863b9621
3000,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,334,['destroyed'],https://i.postimg.cc/Vv6V6MzQ/1006-mtlb-destr-21-12-23.jpg,_418e401fe07c3ff4ce20
3013,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,347,['destroyed'],https://i.postimg.cc/85j9Nz5p/1020-bmp1-destr-03-12-23.jpg,_1ed75c1c058cf6a00222
3014,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,348,['destroyed'],https://i.postimg.cc/3xBHQh46/1022-mtlb-destr-28-10-23.jpg,_162325637ff489c3b4c8
3015,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,349,['destroyed'],https://twitter.com/bayraktar_1love/status/1725209172143132834,_0121de52d7ac7c1ad0b4
3016,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,350,['destroyed'],https://twitter.com/NOELreports/status/1725451444592034201,_094fee2f38d058ea3c6c
3017,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,351,['destroyed'],https://twitter.com/NOELreports/status/1725451444592034201,_75b3712186ff308741f7
3018,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,352,['destroyed'],https://i.postimg.cc/bNSmwmtb/1004-MT-LB-destr-13-11-23.jpg,_cc4a50741f631555b38c
3019,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,353,['destroyed'],https://i.postimg.cc/T3rQrhQ3/1007-MT-LB-destr-13-11-23.jpg,_6985c3ffcc9375c29424
3020,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,354,['destroyed'],https://i.postimg.cc/Hn6hgt4H/1005-mtlb-destr-19-11-23.jpg,_ae5f91fd06661a365a4d
3021,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,355,['destroyed'],https://i.postimg.cc/Wp8Kg2RK/1017-mtlb-destr-18-11-23.jpg,_860b6c092e75cb9c35c3
3022,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,356,['destroyed'],https://i.postimg.cc/C1VtH5xy/1021-MT-LB-destr-19-11-23.jpg,_4c2fbb606aab94160291
3023,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,603,357,['destroyed'],https://i.postimg.cc/6qWmgPZY/1022-MT-LB-destr-16-11-23.jpg,_98d28ceab1c43f714a8c
