,owner,origen,weapon,platform,total,number,Status,url,primary_key,Date
17717,RU,['Russia'],Tanks,T-72B3,354,221,['destroyed'],https://i.postimg.cc/Y9BLC0GR/1007-t72b3-destr-T80b-dam-aband-02-11-23.jpg,_4ec7bc907712c1fb131f,11/02/2023
17720,RU,['Russia'],Tanks,Unknown T-72,148,103,['destroyed'],https://i.postimg.cc/0QXvsBkv/1014-2x-unknown-t72-destr-20-10-23.jpg,_2eb606792bbd50410c71,21/10/2023
17721,RU,['Russia'],Tanks,Unknown T-72,148,105,['destroyed'],https://i.postimg.cc/MHcSKmHQ/1021-unkn-t72-destr-19-10-23.jpg,_50f30d8958199c827545,21/10/2023
17722,RU,['Russia'],Tanks,Unknown T-72,148,106,['destroyed'],https://i.postimg.cc/wTzY9QVX/1009-unkn-t72-destr-23-10-23.jpg,_8d7f8b7e947d578dcd45,24/10/2023
17723,RU,['Russia'],Tanks,Unknown T-72,148,107,['destroyed'],https://i.postimg.cc/BnPqJwzg/1035-unkn-t72-destr-21-10-23.jpg,_a4fe51adb35f478abfa7,25/10/2023
17724,RU,['Russia'],Tanks,Unknown T-72,148,108,['destroyed'],https://i.postimg.cc/FsFwT9Sb/1031-unkn-T-72-destr-12-10-23.jpg,_fe65415bc0b17a16bc2e,28/10/2023
17725,RU,['Russia'],Tanks,Unknown T-72,148,109,['destroyed'],https://i.postimg.cc/QCgmSv5g/1016-64-BV-and-72-destr-19-10-23.jpg,_da9a6c5e4baea2ea071e,19/10/2023
17726,RU,['Russia'],Tanks,Unknown T-72,148,7,['abandoned'],https://i.postimg.cc/tCm7DKvx/1031-t80bv-aband-23-07-23.jpg,_47fc16a69dea15588ee3,20/08/2023
17731,RU,['the Soviet Union'],Tanks,T-80BV,440,29,"['damaged', 'abandoned']",https://i.postimg.cc/9QsZwqJJ/1001-2x-t80bv-dam-aband-06-11-23.jpg,_bdb28e3889cafde47f88,09/11/2023
17732,RU,['the Soviet Union'],Tanks,T-80BV,440,40,"['damaged', 'abandoned']",https://i.postimg.cc/9QsZwqJJ/1001-2x-t80bv-dam-aband-06-11-23.jpg,_0862526f20dbebe2a8d5,09/11/2023
17739,RU,['Russia'],Tanks,Unknown T-80,11,1,"['damaged', 'abandoned']",https://i.postimg.cc/c1RSYb7Q/1005-16-10-23.jpg,_56ce6e617b46e9b83169,17/10/2023
17741,RU,['Russia'],Tanks,Unknown tank,301,246,['destroyed'],https://i.postimg.cc/Wp5gB2Wx/1033-unkn-tank-destr-19-10-23.jpg,_ed6bc2fa5752a68c31ed,05/11/2023
17743,RU,['Russia'],Tanks,Unknown tank,301,8,['abandoned'],https://i.postimg.cc/mrMMY2nR/1017-unkn-tank-aband-31-10-23.jpg,_cc1efcb8d2507498eb32,09/11/2023
17761,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),1044,71,"['damaged', 'abandoned']",https://i.postimg.cc/C5NLY96W/1037-2x-dam-aband-bmp2-1x-brem-1-aband-08-11-23.jpg,_6ad85be632c2b68260ec,09/11/2023
17762,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),1044,72,"['damaged', 'abandoned']",https://i.postimg.cc/C5NLY96W/1037-2x-dam-aband-bmp2-1x-brem-1-aband-08-11-23.jpg,_e32f49a956a932b0995b,09/11/2023
17775,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,387,['destroyed'],https://i.postimg.cc/VsjJDV49/1023-BTR-82-A-M-destr-15-10-23.jpg,_18baead2eb6c9ba99a9b,09/11/2023
17777,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,185,8,"['damaged', 'abandoned']",https://i.postimg.cc/sggTN8y2/1010-mtlb-destr-btr80-dam-aband-05-11-23.jpg,_26e0dda53ab871bb5d08,09/11/2023
17780,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,BREM-1 armoured recovery vehicle,48,8,['abandoned'],https://i.postimg.cc/T2Vw72RT/1037-2x-dam-aband-bmp2-1x-brem-1-aband-08-11-23.jpg,_4276a2bdfc22e794e654,09/11/2023
17790,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,642,['destroyed'],https://i.postimg.cc/GmnyBTgn/1024-Ural-4320-destr-04-11-23.jpg,_a2afb1546a7e75b2b6f0,09/11/2023
17797,UA,['the Soviet Union'],Tanks,T-64BV,261,170,['destroyed'],https://i.postimg.cc/3w1WB5nd/2011-T-64-BV-destr-31-08-23.jpg,_f3240bb77fae503453f9,09/11/2023
17812,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),190,139,['destroyed'],https://i.postimg.cc/W4DK5JC8/2000-bmp2-destr-24-09-23.jpg,_02fe38ee0d7689869243,10/11/2023
17815,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,60,21,['damaged'],https://i.postimg.cc/Qd9MRYhd/2002-bradley-dam-02-11-23.jpg,_308c629a5145e85d1af7,09/11/2023
17816,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,60,22,['damaged'],https://i.postimg.cc/QtsxKX5F/2016-bradley-dam-08-11-23.jpg,_d20451cfbd76d66185b7,09/11/2023
17817,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,60,7,"['damaged', 'abandoned']",https://twitter.com/RALee85/status/1720182958294757703,_641527b5c6b7a7c77e77,09/11/2023
17818,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,60,8,"['damaged', 'abandoned']",https://twitter.com/RALee85/status/1720182958294757703,_4fb2014b41ff5d09caf7,09/11/2023
17819,UA,['Ukraine'],Infantry Fighting Vehicles,BTR-4,91,57,['destroyed'],https://i.postimg.cc/Lsj8sqqd/2010-BTR-4-E-destr-05-11-23.jpg,_6f5bd6cb706f83c9e660,09/11/2023
17829,UA,['the Soviet Union'],Aircraft,MiG-29 fighter aircraft,25,23,['destroyedontheground'],https://i.postimg.cc/9MhcsqKd/2004-mig29-destr-30-09-23.jpg,_a9ddc019e5702eabe96b,10/11/2023
17838,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",GAZ-66,109,32,['captured'],https://i.postimg.cc/wBSHD9mX/2012-GAZ-66-capt-29-07-22.jpg,_dbd55120479d3dc05512,09/11/2023
17847,RU,['the Soviet Union'],Tanks,T-72B,325,21,['abandoned'],https://i.postimg.cc/ydjpgsNf/1027-t72b-aband.jpg,_abee00f5d0d7c1b93317,
17867,RU,['Russia'],Tanks,Unknown tank,301,15,['destroyed'],https://i.postimg.cc/L4vGhBYH/1019-unkn-tank-destr-31-10-23.jpg,_b04cd3ca2a8470357093,
17868,RU,['Russia'],Tanks,Unknown tank,301,65,['destroyed'],https://i.postimg.cc/Wp5gB2Wx/1033-unkn-tank-destr-19-10-23.jpg,_4eee2ebbb1e29e3380fd,
17871,RU,['Russia'],Tanks,Unknown tank,301,242,['destroyed'],https://i.postimg.cc/qMzDqfHL/1034-1x-t72b3-1x-t80bv-2x-unkn-tank-destr-1x-t80bv-aband-31-10-23.jpg,_be2af2f5aa36d8dafbc4,
17873,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,535,347,['destroyed'],https://i.postimg.cc/Gt2k25cV/1013-mtlb-destr-12-11-23.jpg,_9b176bde3bd0ca932483,
17874,RU,['the Soviet Union'],Armoured Fighting Vehicles,MT-LB,535,348,['destroyed'],https://i.postimg.cc/DZ7QVzR2/1026-MT-LB-destr-10-11-23.jpg,_5eaaf8d89940d9c8a354,
17877,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),556,44,"['damaged', 'abandoned']",https://i.postimg.cc/RZ9c8R8k/1001-bmp1-dam-aband-10-11-23.jpg,_a0e6b6ed0fc377c56477,
17878,RU,['Russia'],Infantry Fighting Vehicles,BMP-1AM,38,7,['abandoned'],https://twitter.com/Danspiun/status/1724039908635849028,_f432a2604a7f35cb4e44,
17879,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),1044,700,['destroyed'],https://i.postimg.cc/QMY1FrtD/1009-bmp2-destr-31-12-22.jpg,_7d4d224b3652add0a620,
17880,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),1044,701,['destroyed'],https://i.postimg.cc/XNRKK3g7/1010-1x-destr-2x-dam-aband-bmp2-11-11-23.jpg,_66f91d45f088af161331,
17886,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,301,202,['destroyed'],https://i.postimg.cc/fTQXtCwV/1037-bmp3-destr-08-11-23.jpg,_b4b51b3a3a24a9edf686,
17888,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,264,['destroyed'],https://i.postimg.cc/qB3yvSdf/1025-BTR-82-A-destr-10-11-23.jpg,_58f1c3d744ffba108231,
17894,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,54,4,"['damaged', 'abandoned']",https://i.postimg.cc/2S03jFcL/1039-BTR-80-82-A-dam-aband-08-11-23.jpg,_39ddd30ed5691287a6d5,
17898,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2(M) combat engineering vehicle,33,13,['destroyed'],https://i.postimg.cc/TYh4HR88/1007-2x-Destroyed-IMR-2-12-11-23.jpg,_4ccdf15e786152f10286,
17899,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2(M) combat engineering vehicle,33,14,['destroyed'],https://i.postimg.cc/TYh4HR88/1007-2x-Destroyed-IMR-2-12-11-23.jpg,_1f9232fac80a23927fa5,
17911,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,643,['destroyed'],https://twitter.com/bayraktar_1love/status/1723050296195084436,_caffe8846dbd312df9cc,
17912,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,644,['destroyed'],https://twitter.com/bayraktar_1love/status/1723050296195084436,_704087aebd4ff0ee7a8a,
17913,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,645,['destroyed'],https://i.postimg.cc/W4X2wNLD/1021-Ural-4320-36-with-S-60-destr-11-11-23.jpg,_883f583a3471a00efe9f,
17923,UA,['Ukraine'],Tanks,T-64BV Zr. 2017,86,48,"['captured', 'laterdestroyed']",https://i.postimg.cc/VLSXhYZJ/2008-t64bv-2017-destr-17-05-23.jpg,_87d84753622b50a62419,
17946,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,60,30,['destroyed'],https://i.postimg.cc/Sxcsbf6h/2000-Bradley-destr-09-11-23.jpg,_03f3bd4314f69daf88d7,
17953,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,70,7,"['damaged', 'abandoned']",https://i.postimg.cc/5NLYfJJT/2003-Maxx-Pro-dam-aband-12-11-23.jpg,_f455d33ec4b89f32d70e,
